company,country,region,industry,ownership,year,score,percent_score,strategic_action,gender_targets,gender_due_diligence,grievance_mechanisms,stakeholder_engagement,corrective_action,gender_leadership,development_recruitment,employee_data_by_sex,supply_chain_gender_leadership,enabling_environment_union_rights,gender_procurement,gender_pay_gap,carer_leave_paid,childcare_support,flex_work,living_wage_supply_chain,health_safety,health_safety_supply_chain,violence_prevention,violence_remediation
State of Wisconsin Investment Board,United States,North America,Pension Funds,Government,2024,0.7,1,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
SOCAR,Azerbaijan,Europe & Central Asia,Oil & Gas,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
SPIC,China,East Asia & Pacific,Utilities,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
State Street,United States,North America,Traditional Asset Managers,Public,2024,12.5,24,1,0,0,2.0,0,0.0,0,1,1,0,0,1,0,0.0,2,1,0,0.5,0,1.0,0.0
Steel Dynamics,United States,North America,Metals & Mining,Public,2024,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Stifel Financial Corp,United States,North America,Traditional Asset Managers,Public,2024,8.3,16,1,0,0,1.0,0,0.0,0,1,0,0,0,1,0,0.0,2,0,0,0.0,0,1.0,0.0
Stora Enso,Finland,Europe & Central Asia,Paper & Forest Products,Public,2023,10.5,20,0,1,1,2.0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
STRABAG,Austria,Europe & Central Asia,Construction & Engineering,Public,2024,8.7,17,1,0,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,0,2,0,0.0,1,1.0,0.0
Subaru Corporation,Japan,East Asia & Pacific,Motor Vehicles & Parts,Public,2024,11.2,22,1,1,0,1.0,0,0.0,0,1,0,0,0,0,0,0.0,2,2,0,1.0,0,1.0,0.0
Subway,United States,North America,Food Retailers,Private,2023,8.0,15,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Sucden,France,Europe & Central Asia,Food Production,Private,2023,3.8,7,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1.0,0,0.0,0.0
Sudatel Telecom Group,Sudan,Sub-Saharan Africa,Telecommunications,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Südzucker,Germany,Europe & Central Asia,Food Production,Public,2023,15.3,29,0,1,0,2.0,0,0.0,0,2,1,0,0,0,0,0.0,1,2,0,1.5,2,1.0,0.0
SUEZ,France,Europe & Central Asia,Waste Management,Public,2024,10.0,19,1,1,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,1,1,0,1.0,1,1.0,0.0
Suguna Foods,India,South Asia,Food Production,Private,2023,2.9,6,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Sumitomo Corporation,Japan,East Asia & Pacific,Conglomerates,Public,2024,12.4,24,0,1,0,1.0,0,0.0,0,0,0,0,0,0,1,1.0,2,2,0,1.0,0,1.0,0.0
Sumitomo Forestry,Japan,East Asia & Pacific,Paper & Forest Products,Public,2023,13.4,26,1,1,0,0.0,0,0.0,0,2,0,0,0,0,0,0.0,1,2,0,1.5,1,1.0,0.0
Sumitomo Life Insurance,Japan,East Asia & Pacific,Insurance,Private,2024,10.0,19,1,1,0,0.0,0,0.0,1,0,0,0,0,0,0,1.0,1,2,0,0.5,0,1.0,0.0
SMBC Group,Japan,East Asia & Pacific,Banks,Public,2024,12.7,24,1,1,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,2,2,0,0.5,0,1.0,0.0
Sumitomo Mitsui Trust Holdings,Japan,East Asia & Pacific,Traditional Asset Managers,Public,2024,2.9,5,1,1,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Sumitomo Osaka Cement,Japan,East Asia & Pacific,Construction Materials & Supplies,Public,2024,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.0,0,0.0,0.0
Summit Materials,United States,North America,Construction Materials & Supplies,Public,2024,9.1,17,0,0,0,2.0,0,0.0,2,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Sun Hung Kai Properties,"Hong Kong SAR, China",East Asia & Pacific,Real Estate,Public,2024,15.1,29,1,0,0,2.0,0,0.0,0,0,1,0,0,0,2,0.0,0,2,0,1.5,2,1.0,0.0
Sun Life Financial,Canada,North America,Insurance,Public,2024,20.3,39,1,2,0,2.0,0,0.0,3,2,2,0,0,1,0,0.0,1,2,0,1.5,1,1.0,0.0
Sun Pharma,India,South Asia,Pharmaceuticals & Biotechnology,Public,2023,8.0,15,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,1.0,1,1,0,1.0,0,1.0,0.0
Suncor Energy ,Canada,North America,Oil & Gas,Public,2023,14.0,27,0,0,0,2.0,1,0.0,0,1,1,0,0,0,0,0.0,0,1,0,1.5,1,1.0,1.0
Sunkist Growers,United States,North America,Agricultural Products,Private,2023,1.4,3,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suntory,Japan,East Asia & Pacific,Food Production,Public,2023,13.3,25,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,2.0,1,3,0,1.5,2,0.5,0.5
Sura Asset Management,Colombia,Latin America & Caribbean,Traditional Asset Managers,Private,2024,5.8,11,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,0.0,0,2,0,1.0,1,0.0,0.0
Surgutneftegas,Russian Federation,Europe & Central Asia,Oil & Gas,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suzano,Brazil,Latin America & Caribbean,Paper & Forest Products,Public,2023,14.8,28,1,1,1,2.0,0,0.0,0,1,2,0,0,0,0,1.0,0,1,0,1.0,2,1.0,0.0
Suzuki,Japan,East Asia & Pacific,Motor Vehicles & Parts,Public,2024,10.7,21,0,1,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1.5,1,1.0,0.0
Svenska Cellulosa,Sweden,Europe & Central Asia,Paper & Forest Products,Public,2023,8.7,17,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Handelsbanken,Sweden,Europe & Central Asia,Banks,Public,2024,11.1,21,0,1,0,1.0,0,0.0,3,0,2,0,0,0,2,0.0,0,0,0,1.0,0,1.0,0.0
Sweco,Sweden,Europe & Central Asia,Construction & Engineering,Public,2024,10.3,20,0,1,0,2.0,0,0.0,2,0,1,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Swedbank,Sweden,Europe & Central Asia,Banks,Public,2024,13.1,25,1,0,0,2.0,0,0.0,1,0,1,0,0,0,0,0.0,2,2,0,1.0,1,1.0,0.0
Swiss Life,Switzerland,Europe & Central Asia,Insurance,Public,2024,2.9,6,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,1.0,0,1,0,0.0,1,0.0,0.0
Swiss Re,Switzerland,Europe & Central Asia,Insurance,Public,2024,15.8,30,1,1,1,1.0,0,0.0,0,2,1,0,0,0,1,2.0,1,2,0,1.0,1,1.0,0.0
Swisscom,Switzerland,Europe & Central Asia,Telecommunications,Public,2023,5.4,10,0,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.0,1,0.0,0.0
Symrise,Germany,Europe & Central Asia,Food Production,Public,2023,13.8,26,1,1,0,2.0,0,0.0,0,1,1,0,1,0,0,0.0,2,2,0,1.0,2,0.0,0.0
Sysco,United States,North America,Food Production,Public,2023,8.3,16,0,2,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,2,1.0,0.0
T. Rowe Price Group,United States,North America,Traditional Asset Managers,Public,2024,14.7,28,0,1,0,2.0,0,0.0,0,1,2,0,0,1,0,0.0,1,1,0,1.5,1,1.0,0.0
Taiheiyo Cement,Japan,East Asia & Pacific,Construction Materials & Supplies,Public,2024,8.5,16,0,1,0,1.0,0,0.0,0,0,0,0,0,0,0,1.0,1,2,0,0.5,0,1.0,0.0
Taikang,China,East Asia & Pacific,Insurance,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Tailored Brands,United States,North America,Apparel & Footwear,Private,2023,5.8,11,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2,1.0,0.0
Taisei Corporation,Japan,East Asia & Pacific,Real Estate,Public,2024,10.9,21,0,0,1,1.0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1.5,1,1.0,0.0
Taiwan Cement,"Taiwan, China",East Asia & Pacific,Construction Materials & Supplies,Public,2024,15.7,30,0,1,0,0.0,0,0.0,0,0,1,0,0,0,2,1.0,2,2,0,1.5,2,1.0,0.0
Taiwan Power,"Taiwan, China",East Asia & Pacific,Utilities,Government,2023,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
TSMC,"Taiwan, China",East Asia & Pacific,Electronics,Public,2023,18.9,36,0,1,0,2.0,0,0.0,0,1,2,0,0,0,2,2.0,1,1,1,1.5,2,1.0,0.0
Taiyuan Iron & Steel Group,China,East Asia & Pacific,Metals & Mining,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Takeda,Japan,East Asia & Pacific,Pharmaceuticals & Biotechnology,Public,2023,13.4,26,1,0,0,2.0,0,0.0,3,0,1,0,0,1,0,0.0,0,0,0,1.0,2,1.0,0.0
TANAKA Precious Metals,Japan,East Asia & Pacific,Metals & Mining,Public,2023,1.1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0.0
TANESCO,Tanzania,Sub-Saharan Africa,Utilities,Government,2023,0.7,1,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Tapestry,United States,North America,Apparel & Footwear,Public,2023,11.0,21,1,1,0,2.0,0,0.0,2,0,0,0,0,0,0,0.0,0,1,0,1.0,2,0.5,0.0
Targa Resources,United States,North America,Oil & Gas,Public,2023,9.6,18,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.5
Target,United States,North America,Retail,Public,2023,13.1,25,0,1,0,0.0,0,0.0,2,0,0,0,0,2,0,0.0,2,0,0,0.5,2,1.0,0.0
Tate & Lyle,United Kingdom,Europe & Central Asia,Food Production,Public,2023,12.2,23,0,1,0,0.0,0,0.0,3,0,0,0,0,0,0,1.0,0,0,0,1.5,2,1.0,0.0
Tatneft,Russian Federation,Europe & Central Asia,Oil & Gas,Public,2023,5.4,10,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,0.5,0.0
Taylor Farms,United States,North America,Food Production,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
TCL,China,East Asia & Pacific,Electronics,Public,2023,2.9,5,0,0,0,1.0,0,1.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
TCW Group,United States,North America,Traditional Asset Managers,Private,2024,0.7,1,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
TE Connectivity,Switzerland,Europe & Central Asia,Electronics,Public,2023,12.0,23,0,1,0,2.0,0,0.5,0,2,0,0,0,1,0,0.0,0,2,0,1.0,1,1.0,0.0
Teacher Retirement System of Texas,United States,North America,Pension Funds,Government,2024,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.0,0,0.0,0.0
Tele2,Sweden,Europe & Central Asia,Telecommunications,Public,2023,9.0,17,1,1,0,2.0,0,0.0,2,0,1,0,0,0,0,0.0,0,2,0,0.0,0,1.0,0.0
Telecom Egypt,"Egypt, Arab Rep.",Middle East & North Africa,Telecommunications,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Telecom Italia,Italy,Europe & Central Asia,Telecommunications,Public,2023,16.7,32,1,1,0,2.0,0,0.0,0,2,1,0,0,0,2,0.0,1,1,0,1.0,2,1.0,0.5
Telefonica,Spain,Europe & Central Asia,Telecommunications,Public,2023,21.1,40,1,1,0,2.0,0,0.0,0,2,4,0,0,0,2,1.0,1,2,0,2.0,2,1.0,0.0
Telkom Indonesia,Indonesia,East Asia & Pacific,Telecommunications,Public,2023,5.3,10,1,0,0,0.0,0,0.0,0,2,1,0,0,0,0,0.0,1,1,0,0.0,0,0.0,0.0
Telenor,Norway,Europe & Central Asia,Telecommunications,Public,2023,16.0,31,1,1,0,2.0,0,0.0,2,0,0,0,0,0,0,1.0,1,1,0,1.5,2,1.0,0.0
Telia,Sweden,Europe & Central Asia,Telecommunications,Public,2023,13.6,26,1,1,0,2.0,0,0.0,1,1,0,0,0,0,0,0.0,0,1,1,1.0,2,1.0,0.0
Telkom,South Africa,Sub-Saharan Africa,Telecommunications,Public,2023,9.3,18,0,0,0,2.0,0,0.0,0,1,0,0,0,2,0,0.0,0,1,0,0.0,2,1.0,0.0
Telstra,Australia,East Asia & Pacific,Telecommunications,Public,2023,15.6,30,1,0,0,2.0,0,0.0,1,2,1,0,0,0,0,0.0,0,2,0,1.5,2,1.0,0.0
Temasek,Singapore,East Asia & Pacific,Sovereign Wealth Funds,Government,2024,6.7,13,0,0,0,1.0,0,0.0,2,0,1,0,0,0,0,0.0,1,1,0,0.5,0,0.0,0.0
Tenaga Nasional,Malaysia,East Asia & Pacific,Utilities,Public,2023,7.3,14,0,0,0,2.0,0,0.0,2,2,1,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Tencent,China,East Asia & Pacific,IT Software & Services,Public,2023,6.5,13,0,0,0,1.0,0,0.0,0,1,1,0,0,0,0,0.0,1,2,0,0.5,0,0.0,0.0
Tereos,France,Europe & Central Asia,Food Production,Private,2023,1.1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0.0,0.0
Ternium,Luxembourg,Europe & Central Asia,Metals & Mining,Public,2024,11.4,22,1,1,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,1,1,0,1.0,1,1.0,0.0
Terrena,France,Europe & Central Asia,Food Production,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Tesco,United Kingdom,Europe & Central Asia,Food Retailers,Public,2023,15.2,29,1,2,1,1.0,0,0.0,0,0,0,0,1,0,0,2.0,0,2,1,1.0,1,1.0,0.0
Tesla,United States,North America,Motor Vehicles & Parts,Public,2024,10.5,20,0,0,1,2.0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1.0,1,1.0,0.0
Tetra Laval,Switzerland,Europe & Central Asia,Containers & Packaging,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Teva Pharmaceuticals,Israel,Middle East & North Africa,Pharmaceuticals & Biotechnology,Public,2023,10.5,20,0,0,0,2.0,0,0.0,1,1,0,0,0,1,0,0.0,0,2,0,1.0,1,1.0,0.0
Texas Instruments,United States,North America,Electronics,Public,2023,6.9,13,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0.0,1,0,0,1.0,2,0.0,0.0
ThaiBev,Thailand,East Asia & Pacific,Food Production,Public,2023,7.3,14,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,2.0,1,2,0,0.0,1,1.0,0.0
Thai Roong Ruang,Thailand,East Asia & Pacific,Agricultural Products,Private,2023,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Thai Union Group,Thailand,East Asia & Pacific,Food Production,Public,2023,12.0,23,0,0,0,2.0,0,0.0,0,0,1,0,0,0,2,0.0,1,2,0,1.0,2,1.0,0.0
Boeing,United States,North America,Capital Goods,Public,2024,12.7,24,0,1,0,2.0,0,0.0,0,0,1,0,0,1,0,0.0,2,2,0,1.0,1,1.0,0.0
The Carlyle Group,United States,North America,Alternative Asset Managers,Public,2024,9.6,18,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,2.0,1,1,0,0.5,1,1.0,0.0
The Clorox Company,United States,North America,Personal & Household Products,Public,2024,19.5,37,0,0,0,2.0,0,0.0,3,0,0,0,0,2,0,0.0,2,1,0,2.0,2,1.0,0.0
The Estée Lauder Companies,United States,North America,Personal & Household Products,Public,2024,17.4,33,1,0,0,2.0,0,0.5,3,1,0,0,0,2,0,0.0,2,0,0,1.0,2,1.0,0.0
TFG,South Africa,Sub-Saharan Africa,Apparel & Footwear,Public,2023,11.1,21,0,0,0,2.0,0,0.0,2,0,0,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Hershey,United States,North America,Food Production,Public,2023,23.4,45,1,2,1,2.0,0,0.0,1,0,1,0,0,2,0,1.0,1,2,1,2.0,1,1.0,0.0
The TJX Companies,United States,North America,Apparel & Footwear,Public,2023,9.8,19,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,2,0,1.0,2,1.0,0.0
thyssenkrupp,Germany,Europe & Central Asia,Metals & Mining,Public,2024,13.8,26,1,1,0,2.0,0,0.0,1,1,0,0,0,0,0,0.0,1,2,0,1.5,2,0.0,0.0
TIAA,United States,North America,Pension Funds,Government,2024,4.7,9,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,1,0.0,1,0.0,0.0
Tiger Brands,South Africa,Sub-Saharan Africa,Food Production,Public,2023,13.1,25,0,1,0,2.0,0,0.0,2,1,0,0,0,2,0,0.0,0,2,0,1.0,1,1.0,0.0
Master Kong,China,East Asia & Pacific,Food Production,Public,2023,1.8,3,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,0.0,0.0
Titan Cement,Belgium,Europe & Central Asia,Construction Materials & Supplies,Public,2024,10.5,20,1,1,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Tohoku Electric Power,Japan,East Asia & Pacific,Utilities,Public,2023,8.0,15,0,1,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,2,2,0,0.5,0,0.5,0.0
Tokio Marine Holdings,Japan,East Asia & Pacific,Insurance,Public,2024,10.5,20,1,1,0,1.0,0,0.0,0,0,0,0,1,0,0,0.0,0,2,0,1.0,1,1.0,0.0
Tokyo Electric Power Company,Japan,East Asia & Pacific,Utilities,Public,2023,13.4,26,1,1,1,2.0,0,0.0,0,0,1,0,0,0,0,0.0,1,2,0,1.0,1,1.0,0.0
Tokyo Electron,Japan,East Asia & Pacific,Electronics,Public,2023,13.8,26,0,1,0,2.0,0,1.0,0,1,1,0,0,0,0,0.0,1,2,0,1.0,2,1.0,0.0
Tokyo Seika,Japan,East Asia & Pacific,Food Production,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Tokyu Corporation,Japan,East Asia & Pacific,Passenger Transport,Public,2024,6.2,12,0,1,0,0.0,0,0.0,0,1,2,0,0,0,0,0.0,0,2,0,0.0,0,1.0,0.0
Tongaat Hulett,South Africa,Sub-Saharan Africa,Food Production,Private,2023,7.2,14,0,1,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Tongling Nonferrous Metals Group,China,East Asia & Pacific,Metals & Mining,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Tongwei,China,East Asia & Pacific,Food Production,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Tönnies,Germany,Europe & Central Asia,Food Production,Private,2023,1.1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0.0
Toray Industries,Japan,East Asia & Pacific,Chemicals,Public,2023,7.6,15,0,1,0,0.0,0,0.0,0,2,0,0,0,0,0,0.0,2,2,0,0.0,0,1.0,0.0
TD,Canada,North America,Banks,Public,2024,14.0,27,1,1,0,2.0,0,0.0,2,0,1,0,0,1,0,0.0,1,1,0,1.0,1,1.0,0.0
Tosoh,Japan,East Asia & Pacific,Chemicals,Public,2023,4.4,8,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.0,0,1.0,0.0
TotalEnergies,France,Europe & Central Asia,Oil & Gas,Public,2023,14.5,28,1,1,1,0.0,0,0.0,1,2,1,0,0,0,0,2.0,0,2,1,1.0,2,0.0,0.0
Toyo Seikan,Japan,East Asia & Pacific,Containers & Packaging,Public,2023,8.3,16,0,0,1,1.0,0,0.0,0,1,0,0,0,0,0,0.0,1,2,0,0.0,1,1.0,0.0
Toyota Motor Corporation,Japan,East Asia & Pacific,Motor Vehicles & Parts,Public,2024,13.8,26,0,1,1,2.0,0,0.0,0,2,0,0,0,0,0,0.0,2,2,0,1.0,1,1.0,0.0
TPG,United States,North America,Alternative Asset Managers,Public,2024,5.8,11,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.5,0,1.0,0.0
TPI Polene,Thailand,East Asia & Pacific,Construction Materials & Supplies,Public,2024,3.5,7,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,1.0,1,0,0,0.0,0,0.5,0.0
Transdev,France,Europe & Central Asia,Passenger Transport,Private,2024,11.6,22,1,1,0,1.0,0,0.0,1,2,0,0,0,0,0,0.0,0,2,0,1.0,1,1.0,0.0
Transsion,China,East Asia & Pacific,Electronics,Public,2023,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,1,0.0,0.0
TreeHouse Foods,United States,North America,Food Production,Public,2023,9.8,19,0,0,0,1.0,0,0.0,1,1,0,0,0,0,0,0.0,1,0,0,1.0,2,1.0,0.0
Trident Seafoods,United States,North America,Food Production,Private,2023,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Trina Solar,China,East Asia & Pacific,Capital Goods,Public,2023,6.6,13,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Tsingshan Holding,China,East Asia & Pacific,Metals & Mining,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Turkish Airlines,Türkiye,Europe & Central Asia,Passenger Transport,Public,2024,13.8,26,0,1,0,3.0,0,0.5,0,0,2,0,0,0,0,1.0,2,1,0,1.0,1,1.0,0.0
Türk Telekom,Türkiye,Europe & Central Asia,Telecommunications,Public,2023,6.9,13,0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
TurkmenGaz,Turkmenistan,Europe & Central Asia,Oil & Gas,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
X,United States,North America,IT Software & Services,Private,2023,3.2,6,1,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0.0,0.0
Two Sigma Advisers,United States,North America,Alternative Asset Managers,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Tyson Foods,United States,North America,Food Production,Public,2023,14.7,28,0,0,0,2.0,0,0.0,0,1,0,0,0,1,0,1.0,1,0,0,2.0,1,1.0,0.0
Uber,United States,North America,Passenger Transport,Public,2023,15.6,30,1,1,0,2.0,0,0.0,2,0,1,0,0,1,0,2.0,1,2,0,0.5,1,1.0,0.0
UBS,Switzerland,Europe & Central Asia,Banks,Public,2024,21.8,42,1,1,0,2.0,0,0.5,1,0,2,0,0,1,0,0.0,2,2,0,2.0,2,1.0,0.0
Uflex,India,South Asia,Containers & Packaging,Public,2023,5.8,11,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
UFP Industries,United States,North America,Construction Materials & Supplies,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Ultrapar,Brazil,Latin America & Caribbean,Oil & Gas,Public,2023,12.1,23,1,1,0,2.0,1,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0.0,0,1.0,1.0
Umicore,Belgium,Europe & Central Asia,Chemicals,Public,2023,9.6,18,1,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
U-Ming Marine Transportation Corporation,"Taiwan, China",East Asia & Pacific,Freight & logistics,Public,2024,7.3,14,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,1.0,1,1,0,0.5,0,1.0,0.0
Under Armour,United States,North America,Apparel & Footwear,Public,2023,16.3,31,1,1,0,2.0,0,1.5,1,0,0,0,0,0,0,0.0,2,2,0,1.0,2,1.0,0.0
Unicharm Corporation,Japan,East Asia & Pacific,Personal & Household Products,Public,2024,12.5,24,1,1,0,1.0,0,0.0,0,1,1,0,0,0,0,1.0,1,2,0,1.5,1,0.0,0.0
UniCredit,Italy,Europe & Central Asia,Banks,Public,2024,13.4,26,1,1,0,2.0,0,0.0,2,0,1,0,0,0,0,2.0,1,2,0,0.5,0,1.0,0.0
Unilever,United Kingdom,Europe & Central Asia,Personal & Household Products,Public,2023,20.3,39,1,0,0,2.0,0,1.0,1,1,1,0,0,1,0,2.0,1,2,2,1.0,2,1.0,0.0
UNACEM,Peru,Latin America & Caribbean,Construction Materials & Supplies,Public,2024,7.6,15,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Union Bancaire Privee,Switzerland,Europe & Central Asia,Banks,Private,2024,2.4,5,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,1.0,0,0,0,0.0,1,0.0,0.0
Union Invivo,France,Europe & Central Asia,Food Production,Private,2023,2.9,6,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Uni-President,"Taiwan, China",East Asia & Pacific,Food Retailers,Public,2023,8.4,16,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.5,1,1.0,0.0
United Airlines Holdings,United States,North America,Passenger Transport,Public,2024,6.6,13,0,0,0,0.0,0,0.0,0,0,0,0,0,2,0,0.0,0,0,0,1.0,0,1.0,0.0
United Internet,Germany,Europe & Central Asia,Telecommunications,Public,2023,2.5,5,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0.0,0,2,0,0.0,0,0.0,0.0
UOB,Singapore,East Asia & Pacific,Banks,Public,2024,10.5,20,0,0,0,2.0,0,0.0,1,0,1,0,0,0,0,0.0,1,2,0,1.0,1,1.0,0.0
United Parcel Service,United States,North America,Postal & Courier Activities,Public,2024,9.1,17,0,1,0,2.0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
